cod_dane_mpio,nombre_mpio,nombre_dpto,score_prioridad_evidencia,nivel_prioridad,score_brecha_informacion,principales_razones,advertencias_datos,resumen_explicativo,anomaly_score_raw,anomalia_ia_percentil,es_perfil_atipico,explicacion_anomalia
05895,ZARAGOZA,ANTIOQUIA,92.7,Muy alta,50.0,44.7% del territorio titulado (64 títulos mineros); sin monitoreo hídrico evaluable; 42 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 100): 44.7% del territorio titulado (64 títulos mineros); sin monitoreo hídrico evaluable; 42 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6433656017907022,97.86,True,Perfil atípico por: pct_area_unidad_titulada_union (z=+4.1); log1p_n_registros_dtd (z=+2.6)
05736,SEGOVIA,ANTIOQUIA,92.2,Muy alta,50.0,32.0% del territorio titulado (69 títulos mineros); sin monitoreo hídrico evaluable; 67 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 100): 32.0% del territorio titulado (69 títulos mineros); sin monitoreo hídrico evaluable; 67 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6337383120955371,97.33,True,Perfil atípico por: log1p_n_registros_dtd (z=+3.0); pct_area_unidad_titulada_union (z=+2.8)
23466,MONTELÍBANO,CÓRDOBA,91.47,Muy alta,25.0,22.3% del territorio titulado (38 títulos mineros); anomalía hídrica en NITROGENO TOTAL (percentil 95); 30 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 100): 22.3% del territorio titulado (38 títulos mineros); anomalía hídrica en NITROGENO TOTAL (percentil 95); 30 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6577645176407924,98.66,True,Perfil atípico por: n_parametros_hidricos_evaluables (z=+2.5); disponible_agua (z=+2.4)
05604,REMEDIOS,ANTIOQUIA,91.41,Muy alta,50.0,22.2% del territorio titulado (128 títulos mineros); sin monitoreo hídrico evaluable; 69 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 100): 22.2% del territorio titulado (128 títulos mineros); sin monitoreo hídrico evaluable; 69 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6376109228436248,97.5,True,Perfil atípico por: log1p_n_titulos_mineros (z=+3.0); log1p_n_registros_dtd (z=+3.0)
13458,MONTECRISTO,BOLÍVAR,91.18,Muy alta,50.0,23.1% del territorio titulado (55 títulos mineros); sin monitoreo hídrico evaluable; 57 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 100): 23.1% del territorio titulado (55 títulos mineros); sin monitoreo hídrico evaluable; 57 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5954916180073524,92.34,True,Perfil atípico por: log1p_n_registros_dtd (z=+2.8); log1p_n_titulos_mineros (z=+2.3)
13688,SANTA ROSA DEL SUR,BOLÍVAR,91.15,Muy alta,50.0,23.0% del territorio titulado (44 títulos mineros); sin monitoreo hídrico evaluable; 188 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 100): 23.0% del territorio titulado (44 títulos mineros); sin monitoreo hídrico evaluable; 188 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.624733408647275,96.61,True,Perfil atípico por: log1p_n_registros_dtd (z=+3.8); log1p_n_titulos_mineros (z=+2.1)
05284,FRONTINO,ANTIOQUIA,91.05,Muy alta,50.0,34.4% del territorio titulado (30 títulos mineros); sin monitoreo hídrico evaluable; 58 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 99): 34.4% del territorio titulado (30 títulos mineros); sin monitoreo hídrico evaluable; 58 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.599169773747729,92.69,True,Perfil atípico por: pct_area_unidad_titulada_union (z=+3.0); log1p_n_registros_dtd (z=+2.8)
15531,PAUNA,BOYACÁ,90.82,Muy alta,25.0,28.0% del territorio titulado (30 títulos mineros); anomalía hídrica en SOLIDOS SUSPENDIDOS TOTALES (percentil 100); 3 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 99): 28.0% del territorio titulado (30 títulos mineros); anomalía hídrica en SOLIDOS SUSPENDIDOS TOTALES (percentil 100); 3 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6592251704423464,98.75,True,Perfil atípico por: score_senal_hidrica (z=+2.8); n_parametros_hidricos_evaluables (z=+2.7)
54720,SARDINATA,NORTE DE SANTANDER,90.07,Muy alta,50.0,16.3% del territorio titulado (53 títulos mineros); sin monitoreo hídrico evaluable; 74 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 99): 16.3% del territorio titulado (53 títulos mineros); sin monitoreo hídrico evaluable; 74 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5959701041503678,92.42,True,Perfil atípico por: log1p_n_registros_dtd (z=+3.0); log1p_n_titulos_mineros (z=+2.2)
13490,NOROSÍ,BOLÍVAR,89.74,Muy alta,50.0,49.2% del territorio titulado (34 títulos mineros); sin monitoreo hídrico evaluable; 8 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 99): 49.2% del territorio titulado (34 títulos mineros); sin monitoreo hídrico evaluable; 8 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.602230364149114,93.76,True,Perfil atípico por: pct_area_unidad_titulada_union (z=+4.5); log1p_n_titulos_mineros (z=+1.9)
05234,DABEIBA,ANTIOQUIA,89.48,Muy alta,50.0,26.3% del territorio titulado (43 títulos mineros); sin monitoreo hídrico evaluable; 9 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 99): 26.3% del territorio titulado (43 títulos mineros); sin monitoreo hídrico evaluable; 9 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5460877818687365,86.45,False,Perfil dentro del rango esperado
54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,89.43,Muy alta,25.0,11.1% del territorio titulado (107 títulos mineros); anomalía hídrica en NITRATO (percentil 95); 6 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 99): 11.1% del territorio titulado (107 títulos mineros); anomalía hídrica en NITRATO (percentil 95); 6 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6295967224041813,96.88,True,Perfil atípico por: log1p_n_titulos_mineros (z=+2.8); n_parametros_hidricos_evaluables (z=+2.6)
05495,NECHÍ,ANTIOQUIA,89.38,Muy alta,25.0,24.8% del territorio titulado (12 títulos mineros); anomalía hídrica en PLOMO POTENCIALMENTE BIODISPONIBLE (percentil 94); 36 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 99): 24.8% del territorio titulado (12 títulos mineros); anomalía hídrica en PLOMO POTENCIALMENTE BIODISPONIBLE (percentil 94); 36 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6571366868177693,98.48,True,Perfil atípico por: log1p_n_registros_dtd (z=+2.5); disponible_agua (z=+2.4)
54261,EL ZULIA,NORTE DE SANTANDER,88.57,Muy alta,50.0,16.8% del territorio titulado (77 títulos mineros); sin monitoreo hídrico evaluable; 10 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 99): 16.8% del territorio titulado (77 títulos mineros); sin monitoreo hídrico evaluable; 10 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5692847129224525,90.2,True,Perfil atípico por: log1p_n_titulos_mineros (z=+2.6); log1p_n_registros_dtd (z=+1.5)
27073,BAGADÓ,CHOCÓ,88.3,Muy alta,50.0,35.4% del territorio titulado (19 títulos mineros); sin monitoreo hídrico evaluable; 14 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 99): 35.4% del territorio titulado (19 títulos mineros); sin monitoreo hídrico evaluable; 14 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5566192941756241,87.97,False,Perfil dentro del rango esperado
15572,PUERTO BOYACÁ,BOYACÁ,88.23,Muy alta,25.0,10.1% del territorio titulado (30 títulos mineros); anomalía hídrica en CADMIO POTENCIALMENTE BIODISPONIBLE (percentil 99); 2 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 99): 10.1% del territorio titulado (30 títulos mineros); anomalía hídrica en CADMIO POTENCIALMENTE BIODISPONIBLE (percentil 99); 2 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6018647478852364,93.49,True,Perfil atípico por: score_senal_hidrica (z=+2.7); n_parametros_hidricos_evaluables (z=+2.5)
05250,EL BAGRE,ANTIOQUIA,87.97,Muy alta,50.0,21.3% del territorio titulado (16 títulos mineros); sin monitoreo hídrico evaluable; 149 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 99): 21.3% del territorio titulado (16 títulos mineros); sin monitoreo hídrico evaluable; 149 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6022189930955387,93.67,True,Perfil atípico por: log1p_n_registros_dtd (z=+3.6); pct_area_unidad_titulada_union (z=+1.7)
27205,CONDOTO,CHOCÓ,87.94,Muy alta,50.0,27.0% del territorio titulado (30 títulos mineros); sin monitoreo hídrico evaluable; 7 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 27.0% del territorio titulado (30 títulos mineros); sin monitoreo hídrico evaluable; 7 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5288384348316102,82.98,False,Perfil dentro del rango esperado
23580,PUERTO LIBERTADOR,CÓRDOBA,87.43,Muy alta,50.0,27.3% del territorio titulado (39 títulos mineros); sin monitoreo hídrico evaluable; 2 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 27.3% del territorio titulado (39 títulos mineros); sin monitoreo hídrico evaluable; 2 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.533850866639302,83.87,False,Perfil dentro del rango esperado
05579,PUERTO BERRÍO,ANTIOQUIA,87.05,Muy alta,50.0,14.9% del territorio titulado (34 títulos mineros); sin monitoreo hídrico evaluable; 10 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 14.9% del territorio titulado (34 títulos mineros); sin monitoreo hídrico evaluable; 10 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5115192916281917,80.12,False,Perfil dentro del rango esperado
68081,BARRANCABERMEJA,SANTANDER,86.98,Muy alta,25.0,8.2% del territorio titulado (38 títulos mineros); anomalía hídrica en OXIGENO DISUELTO OD (percentil 89); 19 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 98): 8.2% del territorio titulado (38 títulos mineros); anomalía hídrica en OXIGENO DISUELTO OD (percentil 89); 19 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.663074624147524,98.93,True,Perfil atípico por: n_sitios_monitoreo (z=+4.6); n_parametros_hidricos_evaluables (z=+2.8)
15507,OTANCHE,BOYACÁ,86.87,Muy alta,50.0,22.5% del territorio titulado (38 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 22.5% del territorio titulado (38 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5278011624571639,82.71,False,Perfil dentro del rango esperado
05847,URRAO,ANTIOQUIA,86.67,Muy alta,50.0,15.2% del territorio titulado (17 títulos mineros); sin monitoreo hídrico evaluable; 95 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 15.2% del territorio titulado (17 títulos mineros); sin monitoreo hídrico evaluable; 95 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5685721262532418,90.02,True,Perfil atípico por: log1p_n_registros_dtd (z=+3.2); log1p_n_titulos_mineros (z=+1.3)
44078,BARRANCAS,LA GUAJIRA,86.6,Muy alta,50.0,52.7% del territorio titulado (23 títulos mineros); sin monitoreo hídrico evaluable; 1 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 52.7% del territorio titulado (23 títulos mineros); sin monitoreo hídrico evaluable; 1 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5897615191703361,91.8,True,Perfil atípico por: pct_area_unidad_titulada_union (z=+4.9); log1p_n_titulos_mineros (z=+1.5)
27001,QUIBDÓ,CHOCÓ,86.37,Muy alta,25.0,14.5% del territorio titulado (31 títulos mineros); anomalía hídrica en MERCURIO TOTAL EN SEDIMENTOS (percentil 84); 15 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 98): 14.5% del territorio titulado (31 títulos mineros); anomalía hídrica en MERCURIO TOTAL EN SEDIMENTOS (percentil 84); 15 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6377303707033821,97.59,True,Perfil atípico por: n_parametros_hidricos_evaluables (z=+2.4); disponible_agua (z=+2.4)
13600,RÍO VIEJO,BOLÍVAR,86.36,Muy alta,50.0,16.9% del territorio titulado (24 títulos mineros); sin monitoreo hídrico evaluable; 13 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 16.9% del territorio titulado (24 títulos mineros); sin monitoreo hídrico evaluable; 13 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5023872150591563,78.61,False,Perfil dentro del rango esperado
13001,CARTAGENA DE INDIAS,BOLÍVAR,86.35,Muy alta,50.0,18.2% del territorio titulado (31 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 18.2% del territorio titulado (31 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5079124680119417,79.5,False,Perfil dentro del rango esperado
68190,CIMITARRA,SANTANDER,85.84,Muy alta,25.0,4.1% del territorio titulado (30 títulos mineros); anomalía hídrica en SOLIDOS SUSPENDIDOS TOTALES (percentil 96); 21 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 98): 4.1% del territorio titulado (30 títulos mineros); anomalía hídrica en SOLIDOS SUSPENDIDOS TOTALES (percentil 96); 21 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5929181719696989,92.16,True,Perfil atípico por: n_parametros_hidricos_evaluables (z=+2.6); disponible_agua (z=+2.4)
86001,MOCOA,PUTUMAYO,85.53,Muy alta,50.0,4.7% del territorio titulado (12 títulos mineros); sin monitoreo hídrico evaluable; 72 detecciones tempranas DTD en 1 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 98): 4.7% del territorio titulado (12 títulos mineros); sin monitoreo hídrico evaluable; 72 detecciones tempranas DTD en 1 núcleo(s) (2025-IV).,0.5416754346201224,85.65,False,Perfil dentro del rango esperado
05031,AMALFI,ANTIOQUIA,85.15,Muy alta,50.0,6.8% del territorio titulado (33 títulos mineros); sin monitoreo hídrico evaluable; 29 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 6.8% del territorio titulado (33 títulos mineros); sin monitoreo hídrico evaluable; 29 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5275065607299649,82.62,False,Perfil dentro del rango esperado
05885,YALÍ,ANTIOQUIA,85.07,Muy alta,50.0,24.9% del territorio titulado (13 títulos mineros); sin monitoreo hídrico evaluable; 16 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 24.9% del territorio titulado (13 títulos mineros); sin monitoreo hídrico evaluable; 16 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5280358986066128,82.8,False,Perfil dentro del rango esperado
05670,SAN ROQUE,ANTIOQUIA,84.71,Muy alta,50.0,40.4% del territorio titulado (12 títulos mineros); sin monitoreo hídrico evaluable; 4 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 40.4% del territorio titulado (12 títulos mineros); sin monitoreo hídrico evaluable; 4 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.555829243606208,87.7,False,Perfil dentro del rango esperado
54810,TIBÚ,NORTE DE SANTANDER,84.61,Muy alta,25.0,7.1% del territorio titulado (23 títulos mineros); anomalía hídrica en MANGANESO POTENCIALMENTE BIODISPONIBLE (percentil 82); 212 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 97): 7.1% del territorio titulado (23 títulos mineros); anomalía hídrica en MANGANESO POTENCIALMENTE BIODISPONIBLE (percentil 82); 212 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6786346385467503,99.47,True,Perfil atípico por: log1p_n_registros_dtd (z=+3.9); n_sitios_monitoreo (z=+2.9)
05120,CÁCERES,ANTIOQUIA,84.6,Muy alta,50.0,8.7% del territorio titulado (44 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 8.7% del territorio titulado (44 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5153945760914141,80.93,False,Perfil dentro del rango esperado
68385,LANDÁZURI,SANTANDER,84.39,Muy alta,50.0,31.0% del territorio titulado (13 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 31.0% del territorio titulado (13 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.5218368395218458,82.0,False,Perfil dentro del rango esperado
13667,SAN MARTÍN DE LOBA,BOLÍVAR,84.33,Muy alta,50.0,19.1% del territorio titulado (27 títulos mineros); sin monitoreo hídrico evaluable; 2 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 19.1% del territorio titulado (27 títulos mineros); sin monitoreo hídrico evaluable; 2 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.4943814163552483,77.54,False,Perfil dentro del rango esperado
54820,TOLEDO,NORTE DE SANTANDER,84.15,Muy alta,50.0,7.3% del territorio titulado (25 títulos mineros); sin monitoreo hídrico evaluable; 12 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 7.3% del territorio titulado (25 títulos mineros); sin monitoreo hídrico evaluable; 12 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.48912391623594076,76.83,False,Perfil dentro del rango esperado
68307,GIRÓN,SANTANDER,84.12,Muy alta,25.0,2.9% del territorio titulado (25 títulos mineros); anomalía hídrica en FOSFORO REACTIVO DISUELTO (percentil 96); 4 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 97): 2.9% del territorio titulado (25 títulos mineros); anomalía hídrica en FOSFORO REACTIVO DISUELTO (percentil 96); 4 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.599938808769897,92.96,True,Perfil atípico por: n_sitios_monitoreo (z=+2.9); n_parametros_hidricos_evaluables (z=+2.7)
05040,ANORÍ,ANTIOQUIA,83.77,Muy alta,50.0,9.1% del territorio titulado (24 títulos mineros); sin monitoreo hídrico evaluable; 6 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 9.1% del territorio titulado (24 títulos mineros); sin monitoreo hídrico evaluable; 6 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.4748928736878853,74.96,False,Perfil dentro del rango esperado
05890,YOLOMBÓ,ANTIOQUIA,83.6,Muy alta,50.0,7.7% del territorio titulado (20 títulos mineros); sin monitoreo hídrico evaluable; 10 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 97): 7.7% del territorio titulado (20 títulos mineros); sin monitoreo hídrico evaluable; 10 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.47501712069174173,75.04,False,Perfil dentro del rango esperado
13744,SIMITÍ,BOLÍVAR,83.55,Muy alta,50.0,17.9% del territorio titulado (17 títulos mineros); sin monitoreo hídrico evaluable; 9 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 96): 17.9% del territorio titulado (17 títulos mineros); sin monitoreo hídrico evaluable; 9 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.4896388409057666,77.01,False,Perfil dentro del rango esperado
25754,SOACHA,CUNDINAMARCA,83.32,Muy alta,25.0,16.7% del territorio titulado (49 títulos mineros); anomalía hídrica en CROMO POTENCIALMENTE BIODISPONIBLE (percentil 100),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 96): 16.7% del territorio titulado (49 títulos mineros); anomalía hídrica en CROMO POTENCIALMENTE BIODISPONIBLE (percentil 100).,0.6219333350301107,96.26,True,Perfil atípico por: score_senal_hidrica (z=+2.9); n_parametros_hidricos_evaluables (z=+2.8)
05858,VEGACHÍ,ANTIOQUIA,83.17,Muy alta,50.0,14.0% del territorio titulado (17 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),cobertura hídrica limitada o ausente; sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación); cobertura de datos limitada — interpretar con cautela,Prioridad muy alta (percentil 96): 14.0% del territorio titulado (17 títulos mineros); sin monitoreo hídrico evaluable; 5 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.4734218996695157,74.69,False,Perfil dentro del rango esperado
68615,RIONEGRO,SANTANDER,83.06,Muy alta,25.0,2.0% del territorio titulado (19 títulos mineros); anomalía hídrica en SOLIDOS SUSPENDIDOS TOTALES (percentil 97); 10 detecciones tempranas DTD en 0 núcleo(s) (2025-IV),sin cobertura forestal nacional confirmada en el MVP (no equivale a cero deforestación),Prioridad muy alta (percentil 96): 2.0% del territorio titulado (19 títulos mineros); anomalía hídrica en SOLIDOS SUSPENDIDOS TOTALES (percentil 97); 10 detecciones tempranas DTD en 0 núcleo(s) (2025-IV).,0.6012876194467073,93.4,True,Perfil atípico por: disponible_agua (z=+2.4); score_senal_hidrica (z=+2.1)
